	Term	P-value	trait_efos	trait_category	program_name	trait_reported	Genes	study_id	pmid	-log10(p-value)
1498	EFO_0002892	0.1355072124310718	EFO_0002892	cell proliferation disorder	2	Thyroid cancer	SMAD3	GCST004144	PMID:28195142	0.8680375886592833
1499	EFO_0009260	0.1357198464006363	EFO_0009260	cell proliferation disorder	37	Non-melanoma skin cancer	BNC2;CELF2;FOXP1	GCST90027058	PMID:34290314	0.8673566405343898
1500	EFO_0000707	0.1369057906612891	EFO_0000707	cell proliferation disorder	52	Squamous cell carcinoma	RALY	GCST008872	PMID:31174203	0.8635781822600296
1501	EFO_1000438	0.1371043786498665	EFO_1000438	cell proliferation disorder	56	Contracture of palmar fascia [dupuytren's disease]	NEDD4;PJA2	SAIGE_728_71		0.862948675092988
1502	EFO_0000756	0.1377256595635729	EFO_0000756	cell proliferation disorder	22	Melanoma	CHMP4B	GCST90011809	PMID:32887889	0.8609851391279262
1503	EFO_0000621	0.1379585583547108	EFO_0000621	cell proliferation disorder	15	Neuroblastoma (pediatric)	LAMA5	GCST011053	PMID:32599975	0.8602513525901301
1504	EFO_0004251	0.1395822554954529	EFO_0004251	cell proliferation disorder	51	Myeloproliferative neoplasms	TERT	GCST90000032	PMID:33057200	0.8551697882330975
1505	EFO_0001075	0.1397270673212427	EFO_0001075	cell proliferation disorder	5	Invasive epithelial ovarian cancer	TIPARP	GCST004415	PMID:28346442	0.8547194560934055
1506	EFO_0000681	0.1403085841699974	EFO_0000681	cell proliferation disorder	43	Renal cell carcinoma	SCARB1	GCST004710	PMID:28598434	0.8529157577412996
1507	EFO_0004251	0.1407437264057788	EFO_0004251	cell proliferation disorder	14	Myeloproliferative neoplasms	MRPS31	GCST90000032	PMID:33057200	0.8515709545446428
1508	EFO_0000621	0.1407689880048641	EFO_0000621	cell proliferation disorder	48	Neuroblastoma (pediatric)	LAMA5	GCST011053	PMID:32599975	0.8514930115420384
1509	EFO_0004198	0.1413813125941033	EFO_0004198	cell proliferation disorder	42	Skin cancer	SMC2;RALY	GCST90018921	PMID:34594039	0.8496079906353237
1510	MONDO_0002898	0.141762138846003	MONDO_0002898	cell proliferation disorder	46	Skin cancer	RNASET2;BCAS4	SAIGE_172		0.8484397429597801
1511	EFO_0000305	0.1419179405174881	EFO_0000305	cell proliferation disorder	38	Breast cancer	NREP;CCND1;FOXP1;TGFBR2;CUX1	GCST90090980	PMID:32139696	0.8479626998543746
1512	EFO_0001663	0.1421812807876536	EFO_0001663	cell proliferation disorder	37	Prostate cancer	ARHGAP6;CCND1;TACC1;SKIL;ITGB8;HIBADH;GATA2;SLC25A37	GCST011049	PMID:33398198	0.8471575779084206
1513	EFO_0000768	0.1433315798140671	EFO_0000768	cell proliferation disorder	16	Idiopathic pulmonary fibrosis	TERT	GCST009758	PMID:31710517	0.843658112268445
1514	EFO_0003060	0.1433315798140671	EFO_0003060	cell proliferation disorder	16	Non-small cell lung cancer	TERT	GCST008834	PMID:31326317	0.843658112268445
1515	EFO_0003060	0.1433315798140671	EFO_0003060	cell proliferation disorder	16	Non-small cell lung cancer	TERT	GCST012199	PMID:32889700	0.843658112268445
1516	EFO_0001663	0.1433778463519809	EFO_0001663	cell proliferation disorder	4	Prostate cancer	KRT8;ARHGAP6;MBNL1;SLC25A37;ITGA6;ETS2	GCST011049	PMID:33398198	0.8435179473456811
1517	EFO_0000621	0.1435725401203292	EFO_0000621	cell proliferation disorder	8	Neuroblastoma (pediatric)	LAMA5	GCST011053	PMID:32599975	0.842928615905713
1518	EFO_0002892	0.1442206154419128	EFO_0002892	cell proliferation disorder	38	Thyroid cancer	NRG1	GCST004144	PMID:28195142	0.8409726554783512
1519	EFO_0004193	0.1453102675934148	EFO_0004193	cell proliferation disorder	3	Basal cell carcinoma	BRCA2;HAUS6;EXO1	GCST008871	PMID:31174203	0.8377036974596032
1520	EFO_0000305	0.1454188828933027	EFO_0000305	cell proliferation disorder	39	Breast cancer	NREP;ARRDC3;CCND1;ATF7IP;TGFBR2;SLC4A7	GCST90090980	PMID:32139696	0.8373791959260815
1521	EFO_0000708	0.1468346734627033	EFO_0000708	cell proliferation disorder	9	Squamous cell lung carcinoma	WNK1	GCST004750	PMID:28604730	0.8331713782385575
1522	EFO_1001512	0.1474359194963905	EFO_1001512	cell proliferation disorder	55	Endometrial cancer	SOX4	GCST006464	PMID:30093612	0.8313966973543926
1523	EFO_0000389	0.1480791250080169	EFO_0000389	cell proliferation disorder	16	Cutaneous malignant melanoma	TERT;MED13L	GCST010304	PMID:32341527	0.8295061604714724
1524	EFO_0000731	0.1481936198631588	EFO_0000731	cell proliferation disorder	4	Uterine fibroids	RBPMS;SLC38A2	GCST90018934	PMID:34594039	0.829170493508307
1525	EFO_0000305	0.1492441254160352	EFO_0000305	cell proliferation disorder	26	Breast cancer	CDCA7;MYC;SLC4A7;MRPS30	GCST90090980	PMID:32139696	0.8261027546683499
1526	EFO_0001663	0.1493277557991789	EFO_0001663	cell proliferation disorder	31	Prostate cancer	FERMT2;CCND1;LAMC1;FAM118A;NEDD9;PDLIM5;VEGFA	GCST011049	PMID:33398198	0.8258594617318497
1527	EFO_0000731	0.1506536762435931	EFO_0000731	cell proliferation disorder	46	Uterine fibroids	STN1;CD44	GCST90018934	PMID:34594039	0.8220202662287474
1528	EFO_0002892	0.1534373244521871	EFO_0002892	cell proliferation disorder	18	Thyroid cancer	SMAD3	GCST004144	PMID:28195142	0.8140689830734511
1529	EFO_0004198	0.1538344687020897	EFO_0004198	cell proliferation disorder	35	Skin cancer	LPP;CDKN2B;RALY	GCST90018921	PMID:34594039	0.8129463440539425
1530	EFO_0010176	0.1538363947447686	EFO_0010176	cell proliferation disorder	1	Keratinocyte cancer (MTAG)	CELF2;FOXP1;JDP2	GCST008870	PMID:31174203	0.8129409066218893
1531	EFO_1000566	0.1539884557562493	EFO_1000566	cell proliferation disorder	21	Testicular germ cell tumor	CLUL1;CDKL2	GCST004635	PMID:28604728	0.8125118362368123
1532	EFO_0002496	0.1541679262997681	EFO_0002496	cell proliferation disorder	42	Actinic keratosis	BRCA2	FINNGEN_R6_L12_ACTINKERA		0.8120059692156143
1533	EFO_0000708	0.1547181976854636	EFO_0000708	cell proliferation disorder	36	Squamous cell lung carcinoma	WNK1	GCST004750	PMID:28604730	0.8104586023343467
1534	EFO_0004193	0.1549723065863732	EFO_0004193	cell proliferation disorder	33	Basal cell carcinoma	BRCA2;SMC2;EXO1	GCST008871	PMID:31174203	0.809745902934708
1535	MONDO_0021400	0.1557858904799546	MONDO_0021400	cell proliferation disorder	38	Colon polyp	PITX1;NTN4	GCST90018827	PMID:34594039	0.807471878911091
1536	EFO_1001512	0.157620399148193	EFO_1001512	cell proliferation disorder	7	Endometrial cancer	SOX4	GCST006464	PMID:30093612	0.8023875770482901
1537	EFO_0004267	0.1578462478344548	EFO_0004267	cell proliferation disorder	52	Primary biliary cholangitis	TNFRSF1A	GCST001010	PMID:21399635	0.8017657372697637
1538	EFO_0005842	0.1593490432301461	EFO_0005842	cell proliferation disorder	25	Colorectal cancer	HHIP;LRP1;PREX1;LAMC1	GCST007992	PMID:31089142	0.7976505397905964
1539	EFO_0000681	0.1610477576276006	EFO_0000681	cell proliferation disorder	5	Renal cell carcinoma	ZEB2	GCST004710	PMID:28598434	0.793045317765986
1540	EFO_0000284	0.1613071565120586	EFO_0000284	cell proliferation disorder	57	Hyperplasia of prostate	CLPTM1L	FINNGEN_R6_N14_PROSTHYPERPLA		0.7923463643856783
1541	EFO_0009260	0.1631170736904613	EFO_0009260	cell proliferation disorder	42	Non-melanoma skin cancer	SMC2;RALY	GCST90027058	PMID:34290314	0.7875005783743787
1542	EFO_0000326, EFO_0000519	0.1650777858819781	EFO_0000326, EFO_0000519	cell proliferation disorder	51	Glioblastoma	TERT	GCST004349	PMID:28346443	0.782311364762442
1543	EFO_0000326, EFO_0005543	0.1650777858819781	EFO_0000326, EFO_0005543	cell proliferation disorder	51	Glioma	TERT	GCST004347	PMID:28346443	0.782311364762442
1544	EFO_0001075	0.1650777858819781	EFO_0001075	cell proliferation disorder	51	Invasive epithelial ovarian cancer	TERT	GCST004415	PMID:28346442	0.782311364762442
1545	EFO_0000326, EFO_0000519	0.1664301601778362	EFO_0000326, EFO_0000519	cell proliferation disorder	14	Glioblastoma	EGFR	GCST004349	PMID:28346443	0.778767968839156
1546	MONDO_0002898	0.1667997248033053	MONDO_0002898	cell proliferation disorder	1	Skin cancer	FOXP1;FHL2	SAIGE_172		0.7778046702240867
1547	EFO_0000326, EFO_0000519	0.1671056624791508	EFO_0000326, EFO_0000519	cell proliferation disorder	13	Glioblastoma	CDKN2B	GCST004349	PMID:28346443	0.7770088335190376
1548	EFO_0000326, EFO_0005543	0.1671056624791508	EFO_0000326, EFO_0005543	cell proliferation disorder	13	Glioma	CDKN2B	GCST004347	PMID:28346443	0.7770088335190376
1549	EFO_1000566	0.1673958076202801	EFO_1000566	cell proliferation disorder	3	Testicular germ cell tumor	RFWD3;KITLG	GCST004635	PMID:28604728	0.7762554229865939
1550	EFO_1000391	0.1681272007028449	EFO_1000391	cell proliferation disorder	52	Nasal polyps	GPX4	GCST90018883	PMID:34594039	0.7743620179139085
1551	EFO_0004251	0.1693753806904988	EFO_0004251	cell proliferation disorder	50	Myeloproliferative neoplasms	MECOM	GCST90000032	PMID:33057200	0.7711497156540082
1552	EFO_0004251	0.1705045603086935	EFO_0004251	cell proliferation disorder	37	Myeloproliferative neoplasms	MECOM	GCST90000032	PMID:33057200	0.7682640008919193
1553	EFO_0000681	0.1712555034842392	EFO_0000681	cell proliferation disorder	17	Renal cell carcinoma	MYEOV	GCST004710	PMID:28598434	0.7663554630797346
1554	EFO_0001378	0.1716969750464414	EFO_0001378	cell proliferation disorder	42	Multiple myeloma	RFWD3	GCST004483	PMID:27363682	0.7652373561623858
1555	EFO_0000305	0.1717576442887474	EFO_0000305	cell proliferation disorder	21	Breast cancer	ITPR1;FILIP1L;SRGAP2C;MRPS30	GCST90090980	PMID:32139696	0.7650839250192566
1556	EFO_0010176	0.1737142710406766	EFO_0010176	cell proliferation disorder	13	Keratinocyte cancer (MTAG)	LPP;CDKN2B;ZBTB7B	GCST008870	PMID:31174203	0.7601645017623057
1557	EFO_0000756	0.1738909790271979	EFO_0000756	cell proliferation disorder	20	Melanoma	CHMP4B	GCST90011809	PMID:32887889	0.7597229473838817
1558	EFO_0000571	0.1746232349875921	EFO_0000571	cell proliferation disorder	57	Lung adenocarcinoma [East Asian]	CLPTM1L	GCST008836_2	PMID:31326317	0.7578979705070995
1559	EFO_0000571	0.1746232349875921	EFO_0000571	cell proliferation disorder	57	Lung adenocarcinoma	CLPTM1L	GCST012201	PMID:32889700	0.7578979705070995
1560	EFO_1000391	0.1747293333034261	EFO_1000391	cell proliferation disorder	58	Nasal polyps	GPX4	GCST90018883	PMID:34594039	0.7576341801777599
1561	EFO_1000566	0.175541784794054	EFO_1000566	cell proliferation disorder	33	Testicular germ cell tumor	RFWD3;CENPE	GCST004635	PMID:28604728	0.7556194903347404
1562	EFO_0000768	0.1766734142316055	EFO_0000768	cell proliferation disorder	43	Idiopathic pulmonary fibrosis	IVD	GCST009758	PMID:31710517	0.7528287980947683
1563	EFO_0007355	0.1769072178601478	EFO_0007355	cell proliferation disorder	15	malignant neoplasm of male genital organs	SKIL;ABI3	FINNGEN_R6_C3_MALE_GENITAL		0.752254447401839
1564	EFO_0007355	0.1769072178601478	EFO_0007355	cell proliferation disorder	15	malignant neoplasm of male genital organs (controls excluding all cancers)	SKIL;ABI3	FINNGEN_R6_C3_MALE_GENITAL_EXALLC		0.752254447401839
1565	MONDO_0007254	0.1769072178601478	MONDO_0007254	cell proliferation disorder	15	Breast cancer	PTHLH;ZMIZ1	SAIGE_174		0.752254447401839
1566	EFO_0000731	0.1769688010217511	EFO_0000731	cell proliferation disorder	1	Uterine fibroids	SYNE1;SLC38A2	GCST90018934	PMID:34594039	0.7521032914822208
1567	EFO_0000681	0.1774841278772551	EFO_0000681	cell proliferation disorder	44	Renal cell carcinoma	SCARB1	GCST004710	PMID:28598434	0.7508404791358609
1568	EFO_0005842	0.1783700915964839	EFO_0005842	cell proliferation disorder	44	Colorectal cancer	LAMA5;LAMC1;COL4A2	GCST007992	PMID:31089142	0.7486779646657579
1569	EFO_0001663	0.1785528945311809	EFO_0001663	cell proliferation disorder	9	Prostate cancer	TACC1;ZBTB38;VPS53;ADGRG1;LAMC1;ITGA6;KLF7;NCEH1	GCST011049	PMID:33398198	0.7482331050414585
1570	EFO_0000707	0.1785734494725172	EFO_0000707	cell proliferation disorder	49	Squamous cell carcinoma	RPP40	GCST008872	PMID:31174203	0.7481831121033404
1571	EFO_0002892	0.1800530927051753	EFO_0002892	cell proliferation disorder	9	Thyroid cancer	SMAD3	GCST004144	PMID:28195142	0.7445994145134325
1572	EFO_0000326, EFO_0000519	0.1811861993554195	EFO_0000326, EFO_0000519	cell proliferation disorder	18	Glioblastoma	CDKN2B	GCST004349	PMID:28346443	0.7418748848713539
1573	EFO_0000326, EFO_0005543	0.1811861993554195	EFO_0000326, EFO_0005543	cell proliferation disorder	18	Glioma	CDKN2B	GCST004347	PMID:28346443	0.7418748848713539
1574	EFO_0000756	0.1818427705860771	EFO_0000756	cell proliferation disorder	5	Melanoma	MX2	GCST90011809	PMID:32887889	0.7403039602511982
1575	EFO_0002496	0.1818427705860771	EFO_0002496	cell proliferation disorder	5	Actinic keratosis	ANKRD33B	FINNGEN_R6_L12_ACTINKERA		0.7403039602511982
1576	MONDO_0007254	0.1818776943690905	MONDO_0007254	cell proliferation disorder	28	Breast cancer	PTHLH;CCND1	SAIGE_174		0.7402205599052848
1577	MONDO_0002898	0.1826889769538557	MONDO_0002898	cell proliferation disorder	13	Skin cancer	LPP;FHL2	SAIGE_172		0.7382876562190949
1578	EFO_0000305	0.1834420232617758	EFO_0000305	cell proliferation disorder	5	Breast cancer	PIDD1;TNFSF10;TENT5A;PPM1K	GCST90090980	PMID:32139696	0.7365011682291701
1579	EFO_0002892	0.1839591891519206	EFO_0002892	cell proliferation disorder	25	Thyroid cancer	SMAD3	GCST004144	PMID:28195142	0.7352785133599191
1580	EFO_0000681	0.184443327392997	EFO_0000681	cell proliferation disorder	2	Renal cell carcinoma	EPAS1	GCST004710	PMID:28598434	0.7341370516262204
1581	EFO_0009260	0.1855784481857479	EFO_0009260	cell proliferation disorder	35	Non-melanoma skin cancer	LPP;CDKN2B;RALY	GCST90027058	PMID:34290314	0.731472461185461
1582	EFO_0009260	0.1860992789774727	EFO_0009260	cell proliferation disorder	34	Non-melanoma skin cancer	LPP;CELF2	GCST90027058	PMID:34290314	0.7302553094953026
1583	EFO_0002496	0.1862314275288925	EFO_0002496	cell proliferation disorder	3	Actinic keratosis	BRCA2	FINNGEN_R6_L12_ACTINKERA		0.7299470277012947
1584	EFO_0000571	0.1864219366527132	EFO_0000571	cell proliferation disorder	16	Lung adenocarcinoma [East Asian]	TERT	GCST008836_2	PMID:31326317	0.7295029846500961
1585	EFO_0000571	0.1864219366527132	EFO_0000571	cell proliferation disorder	16	Lung adenocarcinoma	TERT	GCST012201	PMID:32889700	0.7295029846500961
1586	EFO_0005088	0.1864219366527132	EFO_0005088	cell proliferation disorder	16	Testicular germ cell tumor	TERT	GCST002022	PMID:23666240	0.7295029846500961
1587	EFO_0001071	0.1871066827829621	EFO_0001071	cell proliferation disorder	46	Lung cancer	RNASET2	GCST004748	PMID:28604730	0.7279107007739946
1588	EFO_1001486	0.1872318382084419	EFO_1001486	cell proliferation disorder	1	Primary biliary cholangitis	IL21R;ANP32B	GCST90061442	PMID:34033851	0.7276202988535754
1589	EFO_1000294	0.187528144271567	EFO_1000294	cell proliferation disorder	26	Malignant neoplasm of breast, HER-positive	MRPS30	FINNGEN_R6_C3_BREAST_HERPLUS		0.7269335440184771
1590	EFO_1000294	0.187528144271567	EFO_1000294	cell proliferation disorder	26	Malignant neoplasm of breast, HER-positive (controls excluding all cancers)	MRPS30	FINNGEN_R6_C3_BREAST_HERPLUS_EXALLC		0.7269335440184771
1591	EFO_0005842	0.188087026748552	EFO_0005842	cell proliferation disorder	35	Colorectal cancer	CDKN2B;PREX1;TNS3;BMP2	GCST007992	PMID:31089142	0.7256411587602051
1592	MONDO_0002898	0.1888655953349285	MONDO_0002898	cell proliferation disorder	38	Skin cancer	FOXP1;BCAS4	SAIGE_172		0.7238471480445017
1593	EFO_0000284	0.1891472924418263	EFO_0000284	cell proliferation disorder	7	Hyperplasia of prostate	EIF2S3	FINNGEN_R6_N14_PROSTHYPERPLA		0.7231998710563564
1594	EFO_0004251	0.1895134894954746	EFO_0004251	cell proliferation disorder	36	Myeloproliferative neoplasms	MKLN1	GCST90000032	PMID:33057200	0.7223598716856526
1595	EFO_0001378	0.1914436642532308	EFO_0001378	cell proliferation disorder	45	Multiple myeloma	PREX1	GCST004483	PMID:27363682	0.7179590018699173
1596	EFO_0002496	0.1914706149657424	EFO_0002496	cell proliferation disorder	33	Actinic keratosis	BRCA2	FINNGEN_R6_L12_ACTINKERA		0.7178978678439398
1597	EFO_0001071	0.1932104396542305	EFO_0001071	cell proliferation disorder	17	Lung cancer	EPHX2	GCST004748	PMID:28604730	0.7139694112448816
1598	EFO_0002618	0.1933951269515296	EFO_0002618	cell proliferation disorder	20	Pancreatic cancer	SUGCT	GCST005434	PMID:29422604	0.7135544731936768
1599	EFO_1000294	0.1933951269515296	EFO_1000294	cell proliferation disorder	20	Malignant neoplasm of breast, HER-positive	NRIP1	FINNGEN_R6_C3_BREAST_HERPLUS		0.7135544731936768
1600	EFO_1000294	0.1933951269515296	EFO_1000294	cell proliferation disorder	20	Malignant neoplasm of breast, HER-positive (controls excluding all cancers)	NRIP1	FINNGEN_R6_C3_BREAST_HERPLUS_EXALLC		0.7135544731936768
1601	EFO_0009259	0.1936305410174152	EFO_0009259	cell proliferation disorder	13	Other non-epithelial cancer of skin	LPP;CDKN2B	SAIGE_172_2		0.713026141091457
1602	EFO_0003869	0.1946437952832764	EFO_0003869	cell proliferation disorder	23	Malignant neoplasm of breast	CCND1	FINNGEN_R6_C3_BREAST		0.7107594358563449
1603	EFO_0004251	0.1950375047519218	EFO_0004251	cell proliferation disorder	29	Myeloproliferative neoplasms	MECOM	GCST90000032	PMID:33057200	0.7098818679162358
1604	EFO_0002892	0.1955882453753811	EFO_0002892	cell proliferation disorder	35	Thyroid cancer	SMAD3	GCST004144	PMID:28195142	0.7086572493541795
1605	EFO_1000294	0.1972854971527584	EFO_1000294	cell proliferation disorder	21	Malignant neoplasm of breast, HER-positive	MRPS30	FINNGEN_R6_C3_BREAST_HERPLUS		0.704904839421053
1606	EFO_1000294	0.1972854971527584	EFO_1000294	cell proliferation disorder	21	Malignant neoplasm of breast, HER-positive (controls excluding all cancers)	MRPS30	FINNGEN_R6_C3_BREAST_HERPLUS_EXALLC		0.704904839421053
1607	EFO_1000391	0.1974536766101579	EFO_1000391	cell proliferation disorder	59	Nasal polyps	GPX4	GCST90018883	PMID:34594039	0.7045347752389695
1608	EFO_0000095	0.1979267663786729	EFO_0000095	cell proliferation disorder	32	Chronic lymphocytic leukemia	CAMK2D;CASP10	GCST004146	PMID:28165464	0.7034954705510013
1609	EFO_0000326, EFO_0000519	0.1996511961052152	EFO_0000326, EFO_0000519	cell proliferation disorder	15	Glioblastoma	CDKN2B	GCST004349	PMID:28346443	0.6997280836147041
1610	EFO_0000731	0.2000995683292454	EFO_0000731	cell proliferation disorder	38	Uterine fibroids	SYNE1;CD44	GCST90018934	PMID:34594039	0.6987538482574864
1611	EFO_0000756	0.2001370240275208	EFO_0000756	cell proliferation disorder	44	Melanoma	CLPTM1L	GCST90011809	PMID:32887889	0.6986725623209431
1612	EFO_0000326, EFO_0000519	0.2009567332618292	EFO_0000326, EFO_0000519	cell proliferation disorder	37	Glioblastoma	EGFR	GCST004349	PMID:28346443	0.6968974377453098
1613	EFO_0001075	0.2009567332618292	EFO_0001075	cell proliferation disorder	37	Invasive epithelial ovarian cancer	BNC2	GCST004415	PMID:28346442	0.6968974377453098
1614	EFO_1000294	0.2021249999091663	EFO_1000294	cell proliferation disorder	41	Malignant neoplasm of breast, HER-positive	CCND1	FINNGEN_R6_C3_BREAST_HERPLUS		0.6943799672807116
1615	EFO_1000294	0.2021249999091663	EFO_1000294	cell proliferation disorder	41	Malignant neoplasm of breast, HER-positive (controls excluding all cancers)	CCND1	FINNGEN_R6_C3_BREAST_HERPLUS_EXALLC		0.6943799672807116
1616	EFO_0000305	0.2026667501931837	EFO_0000305	cell proliferation disorder	6	Breast cancer	KDM7A;CEBPB;TAB2;ZNF596	GCST90090980	PMID:32139696	0.6932174964579573
1617	EFO_0000326, EFO_0000519	0.2029117111867061	EFO_0000326, EFO_0000519	cell proliferation disorder	28	Glioblastoma	EGFR	GCST004349	PMID:28346443	0.69269288664341
1618	EFO_0000326, EFO_0005543	0.2029117111867061	EFO_0000326, EFO_0005543	cell proliferation disorder	28	Glioma	GSDMC	GCST004347	PMID:28346443	0.69269288664341
1619	EFO_0001075	0.2029117111867061	EFO_0001075	cell proliferation disorder	28	Invasive epithelial ovarian cancer	BNC2	GCST004415	PMID:28346442	0.69269288664341
1620	EFO_0000095	0.2033059611269229	EFO_0000095	cell proliferation disorder	14	Chronic lymphocytic leukemia	FARP2;CASP10	GCST004146	PMID:28165464	0.6918498872420702
1621	MONDO_0021400	0.2035889489117152	MONDO_0021400	cell proliferation disorder	15	Colon polyp	LAMA5;NTN4	GCST90018827	PMID:34594039	0.6912457997975505
1622	EFO_0004193	0.204260728208382	EFO_0004193	cell proliferation disorder	13	Basal cell carcinoma	LPP;CDKN2B;ZBTB7B	GCST008871	PMID:31174203	0.6898151241255676
1623	EFO_0000571	0.2044684825597081	EFO_0000571	cell proliferation disorder	7	Lung adenocarcinoma [East Asian]	ACTR2	GCST008836_2	PMID:31326317	0.6893736260688316
