Term	FDR q-val	trait_efos	trait_category	program_name	trait_reported	Lead_genes	study_id	pmid	-log10(p-value)
EFO_0004725	0.1923261756111434	EFO_0004725	measurement	41	N,n,n-trimethyl-alanylproline betaine (tmap) levels	MEIS2;FLRT2;EDIL3;RBMS3;SYNE1;TTC28;AUTS2;RALYL;RORA;EFNA5;FRMD4A;FAM110B;TGFB2;DPYD	GCST90026306	PMID:33437055	0.7159616042178011
EFO_0004725	0.1923261756111434	EFO_0004725	measurement	41	Butyrate (4:0) levels	MEIS2;FLRT2;EDIL3;RBMS3;SYNE1;TTC28;AUTS2;RALYL;RORA;EFNA5;FRMD4A;FAM110B;TGFB2;DPYD	GCST90026310	PMID:33437055	0.7159616042178011
EFO_0004725	0.1923261756111434	EFO_0004725	measurement	41	4-chlorobenzoic acid levels	MEIS2;FLRT2;EDIL3;RBMS3;SYNE1;TTC28;AUTS2;RALYL;RORA;EFNA5;FRMD4A;FAM110B;TGFB2;DPYD	GCST90026314	PMID:33437055	0.7159616042178011
EFO_0007878, EFO_0009458	0.1923342156003774	EFO_0007878, EFO_0009458	measurement	33	Problematic alcohol use (MTAG)	SLC39A8;ACSS3;BDNF;SYT14	GCST010544	PMID:32451486	0.7159434493828393
EFO_0004765	0.1924117647058823	EFO_0004765	measurement	3	Predicted visceral adipose tissue	NLGN1;CADM2;NEGR1;NRXN1;NRXN3;LINGO2;BNC2;DUSP6;KCNB2;FHIT;SYT14;AFF3;CPNE4;HIVEP2;RANBP17;MPPED2;SGCZ;LRFN2;LINGO1;PARD3B	GCST008744	PMID:31501611	0.7157683772532923
EFO_0008394	0.1926106396326052	EFO_0008394	measurement	34	Verbal-numerical reasoning	SYT1;FBN3;FOXP1;FOXN3;NMNAT2;FOXO3	GCST90011298	PMID:32895543	0.7153197265255806
EFO_0009389	0.1929175516095639	EFO_0009389	measurement	19	Sum eosinophil basophil counts	ELMO1;ID2;BACH2;ACVR2A;ZFPM1;ZEB2;PTEN;APBB1IP	GCST004624	PMID:27863252	0.7146282585125613
EFO_0009101	0.1929303509339748	EFO_0009101	measurement	55	Age at first birth	MAML3;BNC2;SDK1;RARB	GCST90000050	PMID:34211149	0.7145994457294458
EFO_0010972	0.1930776283117872	EFO_0010972	measurement	41	Serum phosphate levels	ZFPM2;ITGAV;PID1;BCAS3;RORA;RARB;STAG1;RPS6KA5;SLC1A3;MPPED2;FOXO3;FBXL20;ZBTB20;SPRY1;PRAG1	GCST90025948	PMID:34226706	0.714268044519959
EFO_0007876	0.1932301487170697	EFO_0007876	measurement	22	Insomnia	RASGRF2;PDE4B;DCC;PLCL1;PCDH1;TEX29;BTBD9;FOXP1;HS6ST3;FOXP2;AGAP1;QSOX2	GCST007988	PMID:30804565	0.7139251118752008
EFO_0007876	0.1932301487170697	EFO_0007876	measurement	22	Insomnia [Female]	RASGRF2;PDE4B;DCC;PLCL1;PCDH1;TEX29;BTBD9;FOXP1;HS6ST3;FOXP2;AGAP1;QSOX2	GCST007988_2	PMID:30804565	0.7139251118752008
EFO_0007876	0.1932301487170697	EFO_0007876	measurement	22	Insomnia [Male]	RASGRF2;PDE4B;DCC;PLCL1;PCDH1;TEX29;BTBD9;FOXP1;HS6ST3;FOXP2;AGAP1;QSOX2	GCST007988_3	PMID:30804565	0.7139251118752008
EFO_0008006	0.1932361805221448	EFO_0008006	measurement	24	Youthful appearance (self-reported)	EFEMP1;SLC39A8;PAX3;TRPS1;ARL15;HMGA2	GCST011011	PMID:32339537	0.7139115553013827
EFO_0004584	0.1932379096764292	EFO_0004584	measurement	22	Mean platelet volume	MAP2K1;ADAM19;GRK5;ARHGAP18;RALB;MAST4;NID1;COL4A1;SLC45A4;LPL;LRRC8C;ACVRL1;DOCK8;MECOM;ZNF710;MEF2C;GLS;HHEX;SDCCAG8;ZDHHC14;LRCH1;SLC22A23;HDAC7;CITED2;ITGA6;ST3GAL4;ANKS1A	GCST90002349	PMID:32888493	0.7139076690788229
EFO_0003923	0.19324784627621	EFO_0003923	measurement	50	Total body bone mineral density	RUNX1;JAG1;CD44;SPP1;WLS;SMG6	GCST005348	PMID:29304378	0.7138853375419516
EFO_0003923	0.19324784627621	EFO_0003923	measurement	50	Total body bone mineral density [European]	RUNX1;JAG1;CD44;SPP1;WLS;SMG6	GCST005348_2	PMID:29304378	0.7138853375419516
EFO_0020865	0.1932899190913393	EFO_0020865	measurement	22	Ascending aorta minimum area	KALRN;PREX1;PHACTR1;FGD5	GCST90093370	PMID:34968759	0.7137907957240075
EFO_0008006	0.1934392194590003	EFO_0008006	measurement	22	Youthful appearance (self-reported)	KITLG;ARL15;DOCK8;ZEB2	GCST011011	PMID:32339537	0.7134554688888708
EFO_0007985	0.1935552210933078	EFO_0007985	measurement	50	Plateletcrit	EGFR;DLK1;EDNRA;HMGA2;COL4A2;FN1;GLIS3;MITF;VIM;NREP;ZFP36L1;NAV3;ZBTB20;SVIL;THBS1;MSI2;STARD13;SLC25A37;PLEC;HAND2;DCHS1;ARID5B;HDAC9;EPB41L2;SMG6;CDK6;FUT8;BACH2;MYC;PHLPP1;IRS2;PLAUR;HDAC7;ATP2B4;ST3GAL4;PPARG;RIN3;PDGFC;ZNF487;SHB;CSF1;SLC5A3;DOCK10	GCST90002400	PMID:32888494	0.713195109225262
EFO_0004518	0.1935806136007066	EFO_0004518	measurement	23	Serum creatinine levels	EDN1;DACH1;COL4A2;DLC1;DGKH;MECOM;PHLDA1;SVIL;CXCR4;PDLIM5;GRB10;TNK2;CDC14A;SDCCAG8;ADK;CRMP1;FBXL17;STAG1;FOXO3;ETS1;BMP4;PPP1R3B;MARK1	GCST90018979	PMID:34594039	0.713138137873749
EFO_0004840	0.1936425815174215	EFO_0004840	measurement	9	Cortical thickness	EFNB2;SLC45A4;PDZD2;MECOM;NRP1;PLEKHG1;CRIM1;IGFBP3;PLXND1;FRMD4B;FAM107B;AFAP1L1;NFIB;BMP6;KCNJ2;AKT3;ABO;FOXP1;HSPG2;AUTS2;MEF2C;LRCH1;ZBTB20;DAAM1;JAM3;RIN3;GAB2;ADAMTS9;DLC1;FOXP2;CTBP2;MSRB3;SOX5;NHSL1;PDE8A;CRMP1;DOCK9;NCKAP5;TCF7L2;PCDH17;MACROD2;EBF1;TBC1D22A;PLXDC2;RORA;RUNX1T1;ME1;SERP2;CHSY1;COL5A2;CPEB4	GCST90091061	PMID:34560273	0.7129991362599337
EFO_0004617	0.1936832423953988	EFO_0004617	measurement	50	Cystatin C levels	DLK1;HOXD10;HMGA2;COL4A2;STC1;GLIS3;COL4A1;MITF;CDC14A;KIF26B;MSI2;KRT18;BCAR3;AHR;TLE4;PLCL1;SHROOM3;ARID5B;PDLIM1;MBD5;AUTS2;SMG6;FARP1;MYC;KLF7;RORA;PLXNB2;LNPK;PDGFC;CCDC92;CSF1;MPPED2;GMDS;SPRED2;NRG1	GCST90025945	PMID:34226706	0.7129079531065805
EFO_0004339	0.1937401727933888	EFO_0004339	measurement	22	Height	DOCK9;IGFBP3;PTPRM;WWTR1;GRK5;COL15A1;HLX;FILIP1;SH3RF3;FYN;LTBP1;GRB10;SYT17;CFLAR;FLI1;NOX4;ST3GAL1;DGKH;GAB2;MECOM;MEF2C;IER2;INSR;GLS;SLC7A1;LBH;DLC1;NEDD4;NEDD1;PCSK5;MBNL1;DAP;FOXP1;NEK7;MAFK;ZHX2;GNA12;AUTS2;PLPP3;DIS3L2;ZIC1;GADD45G;FOXP2;PIP4K2A;PLEC;RBPMS;C9;INSIG2;AGAP1;ZNF143;QSOX2;ADARB2	GCST90018959	PMID:34594039	0.712780317259555
EFO_0009718	0.1938171204452212	EFO_0009718	measurement	22	Peak expiratory flow	ADAM19;COL15A1;COL4A2;CHRM3;STC1;PRSS23;MECOM;SSH2;MTHFD1L;GNA12;EPC1;CERS6	GCST007430	PMID:30804560	0.7126078630619004
EFO_0006336	0.1938560691428987	EFO_0006336	measurement	27	Diastolic blood pressure	MMP14;SOX6;DOCK4;ADGRL4;ERG;JCAD;NPR1;TANC2;GAB2;SOX5;FGD5;BCAS3;ADAMTS7;TSHZ1;HIVEP2;CPEB4;SHISA4;MPPED2;ADAMTS9;CITED2;PLCB1	GCST90000059	PMID:33230300	0.7125205977828464
EFO_0004980	0.1939319842131733	EFO_0004980	measurement	55	Appendicular lean mass	PDE3A;IGF2;LOXL2;HMGA2;JAG1;LMCD1;ZNF608;BOC;AFAP1L2;COL1A2;GUCY1A1;SMAD3;TGFB2;ADAMTSL3;SCMH1;COL4A2;JPH2;CD44;RBPMS;MAML3;GLI3;BNC2;MPPED2;AUTS2;PITX2;SPSB1;ZNF521;SPATS2L;LTBP2;LEF1;SPRED2;SEMA6D;EDNRB;CCDC3;CCBE1;DPF3;HMCN1;ADGRG6;SMOC1;BCKDHB;SFRP1;LRMDA;UBASH3B;MECOM;MYC;RBM20;ZBTB20;CITED2;VCAN;ANK3;PTPN13;KCNQ5;DDR2;NEDD4;PDGFC;IGFBP5;GLCCI1;ST3GAL1;AKR1C1;ACAN;ARHGAP32;PPARGC1A;DOCK9;PAPPA;SMG6;ARHGAP42;GLS;CCND2;MBNL1;SLC8A1;SHROOM3;ADCY9;GLI2;PRKG1;PHGDH;DLC1;CCDC92;FBLN2;SSH2;HDAC7;WWOX;DENND2A;SDCCAG8;KLHL29;SLC7A1;EFHC1;RNASEH2B;RIN3;JDP2;DGKH;GFRA1;SEC24D	GCST90000025	PMID:33097823	0.7123505590400363
EFO_0007828	0.1939557327031006	EFO_0007828	measurement	50	Daytime nap	CDH2;KLHL29;AGAP1;PRKCA;EFNA5;TLR4;HELZ2;KCNH8;BTBD9;RND3	GCST011494	PMID:33568662	0.7122973795363189
EFO_0009716	0.1940491431426712	EFO_0009716	measurement	22	Relative age of first facial hair	KCNJ2;IGFBP3;PREX2;GRB10;AKT3;FOXO3	NEALE2_2375		0.7120882706216282
EFO_0004833	0.1940867479326278	EFO_0004833	measurement	39	Neutrophil count	CXCL12;MEIS1;MAFB;RBPMS;CPEB4;LYN;FOXP1;PLPP3;UBASH3B;TNFAIP8;MET;CNIH3;STXBP5;HELLS;SLC2A1;CMIP;MAPK4;ZNF423;RIN3;SSH2	GCST90002355	PMID:32888493	0.7120041168332364
EFO_0004327	0.1941729015763502	EFO_0004327	measurement	9	Electrocardiographic traits (multivariate)	SETBP1;CRIM1;MEIS1;KCNJ2;YPEL2;SOX5;KLF12;CAMK2D	GCST011010	PMID:32602732	0.7118113795620524
EFO_0004509	0.194175	EFO_0004509	measurement	13	Hemoglobin concentration	SORBS1;MEF2C;PDE10A;PROX1;MAML2;ZEB2;ETV6;KLF7;ERG;MAP4K3;FGD5;GJA5;ACVRL1;KLHL3;BMP2K;PLCL2;RORA;STARD13;HK1;MEIS1;PCGF5;ADGRA2;TIE1;RAD51B;GNA12;TRPS1;WWOX;NFIA;ZFPM2;LRMDA	GCST90002314	PMID:32888493	0.7118066861734279
EFO_0010701	0.1942398525126727	EFO_0010701	measurement	38	Mean reticulocyte volume	TNS3;ITGA4;NREP;ABO;ANGPT1;FOXP1;SPRED2;SOX6;STOM;EPB41L2;ELF1;HDAC7;TMEM131L;RBPMS;SETBP1;SPIDR;MYO16;CFLAR;ZHX2;GJA1;TMCO3;PPARG;IRS2;CCND3;MDM2	GCST90025975	PMID:34226706	0.7116616603667635
EFO_0006312	0.1942544553774169	EFO_0006312	measurement	55	Mitochondrial DNA copy number	CDK6;SETBP1	GCST90026371	PMID:35023831	0.7116290115302036
EFO_0004541	0.1942966882952888	EFO_0004541	measurement	23	Hemoglobin A1c levels	BMP6;YPEL2;CCND1;SOX6;PLEKHG1;MBNL1;LPP;ZFPM2;MECOM;ZEB2;PLXND1;SOX7;ATP11A;CITED2;GAB2;BCL2;GRB10;CDC14A;RP1;IL6ST;PLPP1;HHEX;SPRED2;GJA1;HIVEP3;GPSM1;CMIP;HDAC9;TCF7L2;SMG6;SLC7A7	GCST90025974	PMID:34226706	0.7115346017025279
EFO_0007878	0.1943940339223565	EFO_0007878	measurement	22	Alcohol consumption (drinks per week) (MTAG)	RASGRF2;PDE4B;GBE1;FOXP1;SGCD;TRIM66;AUTS2	GCST007472	PMID:30643251	0.7113170679815499
EFO_0004840	0.1944934929286489	EFO_0004840	measurement	27	Cortical thickness	CALCRL;MAGI1;NRP2;ROBO1;MEF2C;A2M;HSPG2;FBN2;COL15A1;NRP1;AUTS2;BMP6;PLEKHG1;JAM3;GAB2;SOX5;GADD45G;PDE8A;DAAM1;FBN1;VCAN;THSD4;FNIP2;HMGA2;AKT3;CRMP1;ME1;ZBTB20;CRIM1;NHSL1;ANO2;JAG1;RUNX2;GLI3;TBC1D22A;COL5A2;FOXP2;CPEB4;MAPRE2;ADGRA2;NCKAP5;ALDH1A2;FOXP1;AFAP1L1;FRMD4B;TUBA1A;FAM107B;LRCH1;LPAR1;MPPED2;ADAMTS9;RNLS;KCNJ2;AGAP1;FMNL2;CTBP2;ZNF423;GNA12;TESC;SLC27A6;RUNX1T1;NUAK1;PDGFC	GCST90091061	PMID:34560273	0.7110949240681161
EFO_0007985	0.1945718174717176	EFO_0007985	measurement	23	Plateletcrit	BMP6;MAST4;VWF;DACH1;SOX6;COL4A2;MCAM;DLC1;ERG;FOXO1;ZFPM2;MECOM;VIM;ACVRL1;ARHGAP29;SVIL;SHB;CXCR4;YES1;ZBTB20;HIVEP2;ATP11A;PSTPIP2;HDAC7;GAB2;BCL2;ARHGAP23;ELF1;MEF2C;GRB10;PREX1;MTSS1;DENND2A;KIT;EPB41L2;CD34;BACH2;CCND2;STON2;HDAC9;STAG1;HABP4;NUP210L;SMG6;ETS1;CABLES1;ITPR2;GNA12;TTLL11	GCST90002400	PMID:32888494	0.71092006439082
EFO_0004462	0.1947325057572504	EFO_0004462	measurement	23	PR interval	CDH13;HSPG2;ADGRL3;DLC1;SIPA1L2;ZFPM2;ZEB2;PDLIM5;FRMD4B;LRCH1;FERMT2;HLX;SRGAP1;MTSS1;ELMO1;FOXP1	GCST010321	PMID:32439900	0.7105615477470916
EFO_0004462	0.1947903672180051	EFO_0004462	measurement	24	PR interval	TRPM3;ADGRL3;CAMK2D;DNAH11;DSP;SIPA1L1;ARHGAP24;OBSCN;SEMA3A;SRGAP1;RBPMS;FLRT2;FREM2;PDLIM5;NREP;FRMD4B;SMYD3;FAT1;NCKAP5;SOX5;GAREM1;FGF12;PLEC	GCST010321	PMID:32439900	0.7104325236766255
EFO_0007789	0.1949378043838925	EFO_0007789	measurement	55	A body shape index	ADAMTS6;FN1;LAMB1;ADAMTSL3;COL4A2;LPP;SPSB1;TSHZ2;CREB3L2;ADAMTS9;RORA;EMILIN2;PBX1;BMP4;LRMDA	GCST90020024	PMID:34021172	0.7101039297730141
EFO_0007991	0.1949567435489325	EFO_0007991	measurement	14	Eosinophil percentage of white cells	IKZF2;HPGD;RORA;ELMO1;RASGRP1;MBD5;CXCL12;ST3GAL6;FOXP1;KLF12;ZFPM1;SMAD3;ZEB2;TPD52;CRADD;LEPR;MGAT5;PTEN;ELF1;NEDD4L;CMIP;L3MBTL3;LYST;FOXO1;CCND3;ATXN7L1;FBXO34;FBXW7;LPAR1	GCST90002382	PMID:32888494	0.7100617379808036
EFO_0004614	0.1949687154161442	EFO_0004614	measurement	22	Apolipoprotein A1 levels	PRDM1;NRP1;FOXO1;SLC12A2;ARL15;LPL;UBC;SLC18A1;TGOLN2;NID2;LPP;INSR;SRD5A2;CMIP;LDLR;DUSP6;CITED2;ST3GAL4;MGAT5;BANP;BACH1	GCST90025955	PMID:34226706	0.7100350697253707
EFO_0004995	0.1950098399460523	EFO_0004995	measurement	50	Fat-free mass	DLK1;HMGA2;NPR3;TGFB2;KLHL29;PARD3B;ACAN;ADGRG6;ETV6;CDK6;COLGALT2;BCKDHB;SLC12A2	GCST007063	PMID:30593698	0.7099434741428413
EFO_0004995	0.1950098399460523	EFO_0004995	measurement	50	Fat-free mass [female]	DLK1;HMGA2;NPR3;TGFB2;KLHL29;PARD3B;ACAN;ADGRG6;ETV6;CDK6;COLGALT2;BCKDHB;SLC12A2	GCST007063_2	PMID:30593698	0.7099434741428413
EFO_0004995	0.1950098399460523	EFO_0004995	measurement	50	Fat-free mass [male]	DLK1;HMGA2;NPR3;TGFB2;KLHL29;PARD3B;ACAN;ADGRG6;ETV6;CDK6;COLGALT2;BCKDHB;SLC12A2	GCST007063_3	PMID:30593698	0.7099434741428413
EFO_0009749	0.1951285714285714	EFO_0009749	measurement	18	Age at first sexual intercourse	PDE4B;DUSP6;NCAM1;PDE1C;DIAPH3;HCN1;ZNF521;FZD7;RARB;ASCC3;CPNE4;SDK1;PRKD1;TRPS1;ST3GAL3;SLC20A2;NR4A2;RANBP17;PDZRN4	GCST90000047	PMID:34211149	0.7096791349864047
EFO_0007991	0.1951732483475347	EFO_0007991	measurement	23	Eosinophil percentage of white cells	CDK17;CREB5;SLC7A11;KLF7;VAV3;IL4R;ERG;FOXO1;FLI1;ZEB2;ITPKB;CXCR4;KCNJ2;HIVEP2;SH2D3C;TOX2;RUNX2;ARHGAP26;HLX;BCL2;DUSP6;ELF1;ST3GAL6;LEPR;SYT17;TNFRSF10C;HHEX;SPRED2;ELMO1;BACH2;FOXP1;HIVEP3;CCND2;JAK1;LYST;TNFRSF11B;CCND3;ANKRD33B;CMIP	GCST90002382	PMID:32888494	0.7095797096777035
EFO_0009389	0.1952574640993861	EFO_0009389	measurement	38	Sum eosinophil basophil counts	CDK6;ZEB2;STAT1;SPSB1;SMAD3;FOXO1;DAP	GCST004624	PMID:27863252	0.7093923553752901
EFO_0007869	0.1952737095240363	EFO_0007869	measurement	55	Well-being spectrum (multivariate analysis)	RBMS3;GPC6;SOX6;MAML3;LARGE1;VPS54;SDK1;SEMA6D;ASXL3;GRM5;CYP7B1;EHBP1;CTTNBP2;FHIT;MBNL1	GCST007341	PMID:30643256	0.7093562235693686
EFO_0010972	0.1952769085349887	EFO_0010972	measurement	23	Serum phosphate levels	HECW2;CREB5;ZFPM2;NFIB;PLCL1;SPRY4;ZBTB20;PTPRB;PRAG1;PITPNM2;FBXL20;BCAS3;OGFRL1;GJA1;ITGAV;AFAP1;CMIP;STAG1;FOXO3;SGK1;CD109;ADCY9;TIPARP;RPS6KA5	GCST90025948	PMID:34226706	0.7093491089330579
EFO_0004337, EFO_0004784	0.1953089965679746	EFO_0004337, EFO_0004784	measurement	22	Cognitive ability (MTAG)	NPAS2;DCC;PLCL1;PDE1C;MEF2C;SLC22A23;FOXP1;FOXO3;PLCL2	GCST005141	PMID:29186694	0.7092777512342254
EFO_0004533	0.1953269912607124	EFO_0004533	measurement	22	Serum alkaline phosphatase levels	PGF;ITPKB;COL4A2;LPL;PLCL1;FLI1;MEF2C;CRMP1;RP1;ST3GAL4;MGAT5;PIP4K2A;RBPMS	GCST90018942	PMID:34594039	0.7092377395813896
EFO_0007997	0.1953328383199258	EFO_0007997	measurement	55	Granulocyte percentage of myeloid white cells	CDKN2B;BACH2;IRS1;LPP;SPRED2;BAZ2B;UBASH3B;TCF7L2;ZNF516;GLCCI1;DOCK8;METRNL;PAN3;NOS1AP	GCST004608	PMID:27863252	0.709224739291318
EFO_0007987	0.1953843424901199	EFO_0007987	measurement	23	Granulocyte count	CREB5;KITLG;ACVRL1;ATXN1;ADGRL4;BAZ2B;DOCK8;NPC1;RP1;KIT;TNFRSF10C;SPRED2;CD34;CHSY1;LYST	GCST004614	PMID:27863252	0.7091102422682105
EFO_0009718	0.1953849094052215	EFO_0009718	measurement	39	Peak expiratory flow	HAPLN1;PDE3A;ISL1;EPC1;WWOX;NCALD;COL11A1;SMAD6;SOX5;ID2;C1GALT1;TNFAIP8;SORL1;FN1;RUNX1;CERS6;PACRG;ERC2;SSH2;PRSS23;WNT4	GCST007430	PMID:30804560	0.70910898214808
EFO_0006312	0.1954507203850072	EFO_0006312	measurement	41	Mitochondrial DNA copy number	CDK6;SETBP1;MDFIC;USP30	GCST90026371	PMID:35023831	0.7089627245223101
EFO_0004532	0.1954990414708011	EFO_0004532	measurement	23	Gamma glutamyl transpeptidase	CDC42BPA;ITGA1;COL4A1;CCND1;SIPA1L2;LPP;ZEB1;EPHA2;ACTG1;NFIB;YES1;MYCT1;PALMD;BCL2;ELF1;ARHGEF15;DMTN;RP1	GCST90018954	PMID:34594039	0.7088553676029601
EFO_0005208	0.1955325935962573	EFO_0005208	measurement	50	Estimated glomerular filtration rate	STC1;MLLT3;SMAD3;CDC14A;RNF152;AHR;ARID5B;KCNMA1;RRAGD;SLC22A4;TGFBR2;RIN3;MPPED2;STON2;NRG1;PITPNC1;DCDC2	GCST008058	PMID:31152163	0.708780839090836
EFO_0010736	0.1955840152924778	EFO_0010736	measurement	27	Cortical surface area	CALCRL;CTTNBP2;PDGFD;ETS1;MAGI1;ROBO1;ARL15;KIT;MEF2C;ARHGAP31;FANK1;SLC9A9;ARHGAP28;COLEC12;COL15A1;NRP1;AUTS2;ELK3;BMP6;PLEKHG1;TANC2;JAM3;GAB2;SOX5;GADD45G;EPHB1;DAAM1;FBN1;GPR137B;VCAN;THSD4;RCSD1;ZNF608;ZBTB20;NHSL1;ANO2;FBXL17;JAG1;TLE4;ADAMTS7;GLI3;TBC1D22A;COL5A2;AFAP1;CPEB4;MAPRE2;ADGRA2;NCKAP5;ALDH1A2;FOXP1;AFAP1L1;FRMD4B;LTBP1	GCST90091060	PMID:34560273	0.7086666421554985
EFO_0005090	0.1956033658295654	EFO_0005090	measurement	50	Basophil count	ITGA4;CREB5;GLCCI1;CDK6;RCN1;BACH2;MYC;PLAUR;CPEB4;RIN3;SCD5;SPRED2;LYST;CDKN2B	GCST90002296	PMID:32888493	0.7086236763959091
EFO_0007978	0.1956252556145211	EFO_0007978	measurement	50	Red blood cell count	DLK1;RUNX1;EDNRA;HOXD10;JAG1;KCNH1;MITF;NREP;TNS3;WLS;STARD13;AGAP1;CTDSPL;SLC25A37;RSPO3;PLEC;SHROOM3;TSPAN9;ETV6;ARNTL;KLF12;BACH2;KLF7;RORA;IRS2;CPEB4;ATP2B4;THRB;SKAP1;PPARG;CCDC92;FOXP1;ANGPT1;TCF7L2;RRM2B;PTPRF;MPPED2;GMDS;SPRED2;NRG1	GCST90002367	PMID:32888493	0.7085750776364873
EFO_0004346, EFO_0006930	0.1956884456161942	EFO_0004346, EFO_0006930	measurement	50	Subcortical volume (min-P)	EGFR;GLIS3;JAG1;MITF;RUNX2;NAV3;MSRB3;KIF26B;NUAK1;FAT3;PLEC;CDK6;ROBO1;FGD4;AKT3;CTBP2;RIN3;NEFM;FAM107B;VCAN	GCST010698	PMID:32665545	0.7084348164128689
EFO_0004346, EFO_0006930	0.1956884456161942	EFO_0004346, EFO_0006930	measurement	50	Subcortical volume (MOSTest)	EGFR;GLIS3;JAG1;MITF;RUNX2;NAV3;MSRB3;KIF26B;NUAK1;FAT3;PLEC;CDK6;ROBO1;FGD4;AKT3;CTBP2;RIN3;NEFM;FAM107B;VCAN	GCST010702	PMID:32665545	0.7084348164128689
EFO_0006312	0.1958634548623158	EFO_0006312	measurement	38	Mitochondrial DNA copy number	CDK6;MDFIC;SETBP1;PPP1R3B;DNM3	GCST90026371	PMID:35023831	0.7080465891825011
EFO_0010972	0.1959418202710304	EFO_0010972	measurement	22	Serum phosphate levels	GJA1;SPRY4;RNF144A;PITPNM2;PLCL1;PRAG1;CREB5;FBXL20;GALNT18;SPRY1;ANKH;CMIP;FOXO3;ENPP1;STAG1;ST3GAL4	GCST90025948	PMID:34226706	0.7078728617357785
EFO_0007985	0.1962070318068496	EFO_0007985	measurement	55	Plateletcrit	CACNA1C;CDK6;FN1;HMGA2;CDKN2B;LMCD1;VIM;SOX6;BACH2;AFF3;HAND2;COL4A2;JPH2;RBPMS;NREP;IRS1;LDLRAD4;STXBP6;EDNRB;CCBE1;MSI2;UBASH3B;MECOM;MYC;RNF150;ZBTB20;STAG1;ZFP36L1;FUT8;ALPK2;PDGFC;PHLPP1;ZFPM2;BMP2;SMG6;ARHGAP42;CCND2;ETV1;PAN3;ARHGAP29;DLC1;HDAC9;ST3GAL4;HDAC7;WWOX;JCAD;DENND2A;QPRT	GCST90002400	PMID:32888494	0.7072854321233054
EFO_0004735	0.1963028410592058	EFO_0004735	measurement	22	Alanine aminotransferase levels	KCNJ2;ARL15;BCL2;GAB2;EPHA2;CDKN1A;NPC1;RP1;MBNL1;CITED2;FOXO3;EZR;NDUFAF6;ELF1;EFNA5	GCST90018943	PMID:34594039	0.7070734148808542
EFO_0004980	0.1963104794354351	EFO_0004980	measurement	23	Appendicular lean mass	BMP6;CREB5;KLF7;COL4A2;DOCK9;DLC1;ERG;FOXO1;AUTS2;MBNL1;DGKH;SASH1;LATS2;MECOM;ST3GAL1;USP53;NEDD4;MAML3;FLT1;NFIB;KCNJ2;SLC7A1;JDP2;LRMDA;PLCL1;SPRY4;CELF2;ZBTB20;HDAC7;MAFK;ARHGAP26;CITED2;CSGALNACT1;CPXM2;DRAM1;SLC12A2;NR5A2;MEF2C;GRB10;ZHX2;PREX1;LTBP1;SYT17;DENND2A;PCGF5;SDCCAG8;GLS;EPB41L2;GULP1;SPRED2;ZNF521;FOXP1;CRMP1;SLC1A5;CHSY1;HIVEP3;CCND2;IER2;CCND3;SLC20A2;FOXP2;GLI3;SCMH1;CMIP;SSH2;FOXO3;SUPT3H;HPCAL1;PHGDH;SMG6;ISM1;SGK1;CABLES1;ETV6	GCST90000025	PMID:33097823	0.7070565162965509
EFO_0008394	0.1964661054614346	EFO_0008394	measurement	23	Verbal-numerical reasoning	DLL4;DCC;MEF2C;FOXP1;SYT1;FOXO3	GCST90011298	PMID:32895543	0.7067123637657338
EFO_0007996	0.1965439815736961	EFO_0007996	measurement	55	Eosinophil percentage of granulocytes	SMAD3;BACH2;ANKRD33B;SPSB1;MYC	GCST004617	PMID:27863252	0.7065402502888251
EFO_0004765	0.1965562323083968	EFO_0004765	measurement	55	Predicted visceral adipose tissue	CACNA1C;ANKS1A;AFF3;HEG1;MAML3;BNC2;MPPED2;AUTS2;FBXL17;DUSP6;FHIT;ADCY9;PCDH17;RANBP17;LINGO2;HIVEP2;AKAP6;DNAJC1	GCST008744	PMID:31501611	0.7065131812296203
EFO_0010125	0.1966842105263158	EFO_0010125	measurement	13	Pre-treatment viral load in HIV-1 infection	TGFBR2;CREB5;INSIG1;MBNL2;RNF130;SLC9A9;LRMDA;ZNF704;MAGI1;CYYR1;ALK	GCST008758	PMID:31219150	0.7062305031031914
EFO_0004346, EFO_0006930	0.1967185156521115	EFO_0004346, EFO_0006930	measurement	23	Subcortical volume (min-P)	MAST4;FBXL7;AKT3;NUAK1;MSRB3;DCC;PDE8A;RASGRP3;RUNX2;DRAM1;GRB10;SDCCAG8;IQCJ-SCHIP1;ZNF521;TOX3;AFAP1;SLC20A2;MACROD2;FOXO3;CTBP2;GNA12;PTCH1	GCST010698	PMID:32665545	0.7061547612443764
EFO_0004346, EFO_0006930	0.1967185156521115	EFO_0004346, EFO_0006930	measurement	23	Subcortical volume (MOSTest)	MAST4;FBXL7;AKT3;NUAK1;MSRB3;DCC;PDE8A;RASGRP3;RUNX2;DRAM1;GRB10;SDCCAG8;IQCJ-SCHIP1;ZNF521;TOX3;AFAP1;SLC20A2;MACROD2;FOXO3;CTBP2;GNA12;PTCH1	GCST010702	PMID:32665545	0.7061547612443764
EFO_0004784, EFO_0008354	0.1967418014612559	EFO_0004784, EFO_0008354	measurement	23	Cognitive aspects of educational attainment	TANC2;AUTS2;MAML3;DLL4;GTDC1;PDE1C;PDE4D;PLCL1;DCC;MEF2C;PREX1;FOXP1;SYT1;SCMH1;FOXO3;SLC35D2;PTCH1;TSHZ3	GCST90011875	PMID:33414549	0.7061033563225074
